#timestamp_lkf,mono_status,stereo_status,nr_keypoints,nrDetectedFeatures,nrTrackerFeatures,nrMonoInliers,nrMonoPutatives,nrStereoInliers,nrStereoPutatives,monoRansacIters,stereoRansacIters,nrValidRKP,nrNoLeftRectRKP,nrNoRightRectRKP,nrNoDepthRKP,nrFailedArunRKP,featureDetectionTime,featureTrackingTime,monoRansacTime,stereoRansacTime,featureSelectionTime,extracted_corners,need_n_corners
1666059922350100994,VALID,VALID,294,0,280,260,280,115,130,0,1,179,5,5,125,0,0,3,0,0,0,0,0
1666059922550104380,VALID,VALID,302,0,279,268,279,120,141,0,1,174,13,1,125,0,0,10,0,0,0,0,0
1666059922750110388,VALID,VALID,284,0,276,249,276,122,142,0,1,190,9,2,110,0,0,2,0,0,0,0,0
1666059922950116158,VALID,VALID,305,0,252,235,252,123,151,0,1,214,15,5,88,0,0,4,0,0,0,0,0
1666059923150125027,VALID,VALID,307,0,286,272,286,150,181,0,1,216,14,1,90,0,0,2,0,0,0,0,0
1666059923350142479,VALID,VALID,283,0,298,283,298,160,188,0,1,206,13,5,74,0,0,9,0,0,0,0,0
1666059923550157547,VALID,VALID,295,0,272,260,272,158,182,0,1,220,17,3,67,0,0,1,0,0,0,0,0
1666059923750170946,VALID,VALID,305,0,278,270,278,156,187,0,1,227,14,5,67,0,0,4,0,0,0,0,0
1666059923950181484,VALID,VALID,309,0,277,239,277,120,162,0,1,255,18,5,69,0,0,2,0,0,0,0,0
1666059924150190115,VALID,VALID,287,0,272,252,272,113,177,0,1,221,15,5,66,0,0,4,0,0,0,0,0
1666059924350197315,VALID,VALID,292,0,229,222,229,101,143,0,1,210,17,3,69,0,0,4,0,0,0,0,0
1666059924550199986,VALID,VALID,290,0,249,220,249,107,137,0,1,203,21,7,88,0,0,4,0,0,0,0,0
1666059924850198507,VALID,VALID,292,0,244,222,244,105,142,0,1,212,15,4,83,0,0,5,0,0,0,0,0
1666059925050199986,VALID,VALID,286,0,272,251,272,128,169,0,1,213,12,2,80,0,0,1,0,0,0,0,0
1666059925250200033,VALID,VALID,288,0,270,253,270,128,169,0,1,209,16,2,78,0,0,2,0,0,0,0,0
1666059925450200081,VALID,VALID,284,0,261,249,261,129,165,0,1,201,20,1,74,0,0,1,0,0,0,0,0
1666059925650200129,VALID,VALID,288,0,265,253,265,128,164,0,1,202,12,4,82,0,0,7,0,0,0,0,0
1666059925950200081,VALID,VALID,285,0,253,250,253,109,144,0,1,188,8,4,88,0,0,4,0,0,0,0,0
1666059926150200129,VALID,VALID,299,0,272,264,272,126,160,0,1,197,12,3,95,0,0,1,0,0,0,0,0
1666059926450200081,VALID,VALID,299,0,270,264,270,120,159,0,1,192,12,2,99,0,0,4,0,0,0,0,0
1666059926650204659,VALID,VALID,309,0,281,274,281,124,156,0,1,187,14,3,112,0,0,1,0,0,0,0,0
1666059926850226402,VALID,VALID,294,0,282,259,282,100,135,0,1,186,20,4,107,0,0,3,0,0,0,0,0
1666059927050245047,VALID,VALID,301,0,280,266,280,111,150,0,1,187,21,3,104,0,0,2,0,0,0,0,0
1666059927250260592,VALID,VALID,301,0,281,266,281,116,145,0,1,185,16,6,109,0,0,6,0,0,0,0,0
1666059927450274944,VALID,VALID,313,0,283,278,283,122,151,0,1,181,14,6,117,0,0,2,0,0,0,0,0
1666059927650291681,VALID,VALID,316,0,287,246,287,89,115,0,1,197,26,2,132,0,0,3,0,0,0,0,0
1666059927850311518,VALID,VALID,304,0,289,269,289,110,138,0,1,183,12,2,127,0,0,2,0,0,0,0,0
1666059928050328970,VALID,VALID,308,0,289,273,289,111,143,0,1,184,15,5,120,0,0,5,0,0,0,0,0
1666059928250341415,VALID,VALID,317,0,294,282,294,116,145,0,1,176,23,0,130,0,0,1,0,0,0,0,0
1666059928450351954,VALID,VALID,307,0,292,272,292,112,139,0,1,177,16,2,132,0,0,2,0,0,0,0,0
1666059928650356531,VALID,VALID,313,0,296,278,296,113,140,0,1,182,15,2,132,0,0,2,0,0,0,0,0
1666059928950356483,VALID,VALID,302,0,310,302,310,133,162,0,1,169,10,2,129,0,0,7,0,0,0,0,0
1666059929150356531,VALID,VALID,307,0,301,237,301,129,141,0,1,211,11,3,146,0,0,1,0,0,0,0,0
1666059929450356483,LOW_DISPARITY,VALID,293,0,305,223,305,115,125,0,1,229,15,3,128,0,0,7,0,0,0,0,0
